Company name,Booth number,Company location,Twitter,Linkedin,Facebook,Website,Description,Focus areas
Precision for Medicine,Booth 2478,"Frederick, Maryland, United States",,,,https://www.precisionbiospecimens.com/biospecimens/,,"Preclinical, Clinical, Market - Drug (on patent), Market - Generics/OTC, Molecular/Cellular Diagnostics, Drug Delivery Device, Non Drug Delivery Device, Bioinformatics, CRO & Analytical Labs, Consulting"
"PrecisemAb Biotech Co., Ltd.",Booth 843,"Taipei, Taiwan",,https://www.linkedin.com/company/precisemab-biotech/,,https://www.precisemab.com.tw/,"PrecisemAb is a spin-off startup of Kaohsiung Medical University. Its core technology, Universal Antibody Lock, can significantly reduce side effects caused by antibody drugs, making antibody therapy safe and effective.",Preclinical
Pragmatec,Booth 3535,"Guadalajara, Jalisco, Mexico",https://twitter.com/PragmatecMX,https://www.linkedin.com/company/3112611/admin/,https://www.facebook.com/PragmatecMX/,https://pragmatec.com.mx/en/index.php,Our purpose is to promote technological development and innovation in healthcare as well as connect with the best partners between México and the world in the Life Science sector.,"Research Technology, Angel or Family Office, Consulting, Marketing/Market Research, Tech Transfer, University (Faculty), Foundation/Patient Advocacy, Incubator/Technology Park, Regional/Economic Development, Associations"
Porzio Life Sciences,Booth 651,"Morristown, New Jersey, United States",,,,,,
Proinpharma Biomed S.A.,Booth 2949,"CABA, Ciudad de Buenos Aires, Argentina",,,,http://www.proinpharma.com,,
"Preteeth AI Co., Ltd.",Booth 843,"Taipei City, Taiwan",https://twitter.com/preteethai,https://www.linkedin.com/company/preteethai/,https://www.facebook.com/PreteethAI,https://preteeth.com/,"Preteeth is revolutionizing the dental industry with our cutting-edge AI solutions. Our technology empowers dentists to provide unparalleled patient education and dramatically increase case acceptance rates. With the ability to auto-generate analysis and visually stunning treatment simulation reports, including orthodontics, veneers, CLP, tooth whitening, and other cosmetic treatments, our technology is poised to become the new standard in AI dentistry.",Digital Health
Princeton University,Booth 651,"Princeton, New Jersey, United States",,,,http://princeton.edu,,
PricewaterhouseCoopers (PwC) - Belgium,Booth 1664,"Diegem (Machelen), Belgium",,,,,,
Pure Protein/HLAprotein.com,Booth 1149,"Oklahoma City, Oklahoma, United States",,,,http://www.hlaprotein.com,"Pure Protein, L.L.C. (ww.HLAprotein.com) is an HLA company that has developed comprehensive analytical capabilities in the field of human leukocyte antigen (HLA) immunology and an approach to produce soluble forms of the HLA molecule (sHLA). Pure Protein provides technology and expertise to advance novel therapies and diagnostic tools across a wide range of applications.","Molecular/Cellular Diagnostics, Research Technology"
"PulManage, Inc.",Booth 3043,"Chapin, South Carolina, United States",,https://www.linkedin.com/company/pulmanage-inc/?viewAsMember=true,https://www.facebook.com/PulManage-Inc-113457421109505,https://pulmanage.com/,"​PulManage, Inc is a software company specializing in remote monitoring of chronic lung disease such as COPD. The proprietary platform utilizes a mobile application to collect spirometry data from a handheld medical device and push that information directly into a secure, web-based application for patients to document symptoms and respiratory function. Simultaneously, providers can survey and trend the patient's condition remotely. The platform can be utilized to create value and document physiologic and therapeutic response longitudinally.","Non Drug Delivery Device, Patient Monitoring Device, Research Technology, Digital Health"
Puerto Rico Consortium for Clinical Investigation,Booth 2335,"San Juan, Puerto Rico, United States",,https://pr.linkedin.com/company/prccinews,https://www.facebook.com/PRCCINEWS/,http://www.prcci.org,,"Clinical, Research Technology, CRO & Analytical Labs, Consulting, Foundation/Patient Advocacy"
Pure MHC,Booth 1149,"Oklahoma City, Oklahoma, United States",,https://www.linkedin.com/company/pure-mhc,,http://www.puremhc.com,"Pure MHC, LLC is a worldwide leader in the discovery, development, and validation of HLA peptide targets for immunotherapy in cancer, autoimmunity, and infectious disease. Our company’s soluble HLA platform and deep domain expertise in disease-specific HLA Class I and Class II target identification and validation represent a unique set of holistic capabilities in HLA research. Pure MHC, along with its sister company Pure Protein, provide collaborative support to researchers in HLA target validation, development, and therapeutic exploitation through expansive HLA experience and expertise in mass spectrometry, proteomics, informatics, target screening & validation, peptide binding, and HLA extraction from primary tumor and healthy tissues.","Preclinical, Supplies, Bioinformatics, CRO & Analytical Labs"
PSC Biotech Corporation and PSC Software,Booth 143,"Pomona, California, United States",https://twitter.com/PSCBiotechCorp,https://www.linkedin.com/company/psc-biotech-corp/,https://www.facebook.com/PSCBiotechCorporation/,http://www.biotech.com,"Founded in 1996, PSC Biotech® has spent more than two decades providing life sciences with essential services to ensure that healthcare products are developed, manufactured, and distributed to the highest standards in compliance with all applicable regulatory requirements.",Consulting
PULSE,Booth 1743,"Zurich, Zurich, Switzerland",,https://www.linkedin.com/company/pulse-swiss/,,https://www.epic.ch/en/real-estate/72-En_Chtelard,"EPIC Suisse purchases and develops attractive real estate, invests in their optimisation, and retains the properties in its portfolio over a long term. PULSE is the newest development of EPIC Suisse and a cutting-edge multimodal innovation center. On a total space of circa 43,000 m2 PULSE is located in Cheseaux-sur-Lausanne, Switzerland in the heart of the health valley, 45 minutes from Geneva by car. PULSE is ready to be rented out - tenant fit out starts summer 2024!","Market - Drug (on patent), Market - Generics/OTC, Drug Delivery Device, Industrial Chemicals/Products, CRO & Analytical Labs, CMO, Investment Banking or Lending, Research Institute, Incubator/Technology Park, Regional/Economic Development"
ProteoGenix,Booth 2537,"Schiltigheim, Grand-Est, France",https://twitter.com/proteog,https://www.linkedin.com/company/proteogenix,https://www.facebook.com/ProteoGenix,http://www.proteogenix.science,ProteoGenix is a leading antibody production company founded in 2003. Our integrated solutions from gene to biotherapeutics & diagnostics make us the preferred partner of pharmaceutical & biotech companies for assay and therapeutic antibody development.,CRO & Analytical Labs
PROTEINA,Booth 2464,"Seoul, Korea, Republic of",,https://www.linkedin.com/company/proteina-co/,,http://proteina.co.kr,"PROTEINA has developed the first-in-class “Single-Molecule Co-Immunoprecipitation”-based general platform, which enables precise measurement of protein-protein interactions (PPIs) at the single-molecular level.",CRO & Analytical Labs
QT9 Software,Booth 3065,"Aurora, Illinois, United States",,https://www.linkedin.com/company/qt9-software,https://www.facebook.com/QT9software/,http://QT9software.com,"Unify your Quality and Manufacturing processes with QT9’s easy-to-use, cloud-based software solutions with unlimited scalability. QT9 QMS enables you to:","Market - Drug (on patent), Market - Generics/OTC, Molecular/Cellular Diagnostics, Drug Delivery Device, Research Technology, Instrumentation, Bioinformatics, Digital Health, Industrial Chemicals/Products, Energy (Biofuels)"
PROSION Therapeutics,Booth 1343,"Köln, Germany",,https://www.linkedin.com/company/prosion/,,http://www.prosion.eu,"PROSION Therapeutics is a drug development company based in Cologne & Berlin - Germany. PROSION uses its proprietary ProM-platform technology to unlock highly abundant, yet so far inaccessible PPI-targets mediated by proline-rich-motifs (PRMs). As chemotypes, ProMs are sp3-enriched Proline-mimetics with favorable drug like properties, able combine small molecule PK advantages with protein selectivity of peptide therapeutics.",Preclinical
QPS LLC,Booth 2881,"Newark, Delaware, United States",https://twitter.com/QPSHoldingsLLC,https://www.linkedin.com/company/qps-llc/,https://www.facebook.com/QPS.LLC/,http://www.qps.com,"QPS is a full service global CRO providing discovery, preclinical and clinical drug development services. Our mission is to accelerate pharmaceutical breakthroughs by delivering custom-built research. An award-winning leader focused on bioanalysis and clinical trials, QPS is known for proven quality standards, technical expertise, a flexible approach, client satisfaction and turnkey clinical facilities. QPS specializes Clinical Trials, with a focus on Gene Therapy, enabling our partners to be their best.","Preclinical, Clinical, Market - Generics/OTC, CRO & Analytical Labs"
Q Biotech Corp,Booth 1475,"Rio Rancho, New Mexico, United States",,https://www.linkedin.com/company/q-biotech-corp,,http://www.q-biotech.com,"Q Biotech Corp is developing a line of instruments for life science research and development. Our goal is to provide instruments that are easy to use, innovative and use the latest advances in technology. The first instrument, Q Biotech Inceptum™ chromatography system, utilizes a multicolumn cartridge to achieve unparalleled purity and stability of the resulting antibody or other purified proteins. Forget about spin columns, or plumbing HPLC for the purification. Just plug in a disposable cassette and put in the sample. Take a coffee break and come collect your purified protein after that!","Instrumentation, CRO & Analytical Labs, Consulting"
Q-CROC,Booth 2049,"St-Lambert, Quebec, Canada",,https://www.linkedin.com/company/q-croc-consortium-de-recherche-en-oncologie-clinique-clinical-research-organization-in-cancer-/mycompany/,https://www.facebook.com/QCROC.CA,http://qcroc.ca,"The Quebec - Clinical Research Organization in Cancer (Q-CROC) is the largest clinical oncology research network in Quebec. Founded by two physicians in 2008, Q-CROC coordinates a network that includes 100% of the health care institutions conducting clinical oncology research in Quebec. It regroups over 900 physicians, nurses, managers and healthcare professionals. Q-CROC develops solutions to optimize the recruitment of participants in clinical trials and to improve knowledge in clinical research.","Digital Health, Research Institute, Associations"
Purna Pharma,Booth 1664,"2870, Belgium",,https://be.linkedin.com/company/purna-pharmaceuticals-n.v.,,https://www.purna.be/,"Purna is an independent Belgian company established in 1986, providing contract services for the development and manufacturing of solid, semi-solid, and liquid pharmaceutical products that meet GXP standards as well as specific customer related requirements. Over the years, Purna has established a reputation for excellence and a global presence in the pharma industry, resulting in the status of preferred partner for most of the top-10 pharma multinationals. Purna’s agile and efficient operating model allows the company to successfully serve small start-ups with the same level of professional service that is afforded to our multinational pharma customers.","Preclinical, Clinical, Market - Drug (on patent), Market - Generics/OTC, Industrial Chemicals/Products, Animal Health & Research, CRO & Analytical Labs, CMO, Tech Transfer, Research Institute"
"PURMX Therapeutics, Inc.",Booth 1353,"Hiroshima, Japan",,,,https://www.purmx.com/en,"PURMX has created a novel discovery platform, discovery of microRNAs optimized for safety and efficacy. In a Phase I clinical trial, we are evaluating our lead product, MIRX002 (miR-3140-3p), an optimized microRNA. MIRX002 targets multiple pathways involved in malignancies with minimal overlap with normal cellular functions. MIRX002 demonstrated potent anti-tumor activity in multiple animal models and a wide therapeutic window in GLP nonclinical safety.",Clinical
PuREC,Booth 1353,"Izumo-City, Japan",,https://www.linkedin.com/company/purecmsc/,,https://www.purec-global.com/,"PuREC was established in 2016, based on the technology for isolating highly pure mesenchymal stem cells that had been established by the founder, Dr. Yumi Matsuzaki. Aiming for the therapeutic application of highly pure MSC (Rapidly Expandng Cells: REC), PuREC is now providing REC for the two investigator-initiated clinical trials: for Hypophosphatasia at Shimane Univ. and for Lumbar Canal stenosis at Hokkaido Univ.",Clinical
Puerto Rico Science Technology and Research Trust,Booth 2335,"San Juan, Puerto Rico, United States",,,,http://www.prsciencetrust.org,,
Pure Biologics S.A.,Booth 3453,"Wroclaw, Poland",,,,http://purebiologics.com,,
PSC Biotech,Booth 1257,"Pomona, California, United States",https://twitter.com/PSCBiotechCorp,https://www.linkedin.com/company/psc-biotech-corp/,https://www.facebook.com/PSCBiotechCorporation/,http://www.biotech.com,"Founded in 1996, PSC Biotech® has spent more than two decades providing life sciences with essential services to ensure that healthcare products are developed, manufactured, and distributed to the highest standards in compliance with all applicable regulatory requirements.",
"QT MEDICAL, INC. TAIWAN BRANCH (U.S.A.)",Booth 843,"Taipei City, Taiwan",,,,,,
Québec International,Booth 2049,"Québec, Quebec, Canada",,,,http://quebecinternational.ca,,"Molecular/Cellular Diagnostics, Non-Molecular Diagnostics, Drug Delivery Device, Non Drug Delivery Device, Research Technology, Bioinformatics, Digital Health, Tech Transfer, Incubator/Technology Park, Regional/Economic Development"
Quality Chemical Laboratories,Booth 2684,"Wilmington, North Carolina, United States",,https://www.linkedin.com/company/quality-chemical-laboratories/,,http://www.qualitychemlabs.com,"Quality Chemical Laboratories (QCL) serves the biopharmaceutical industry. We provide expert and cGMP compliant scientific testing services in support of both small and large-molecule drug products, drug substances, in-process materials, and raw materials in all phases of Research, Development, and Commercialization. QCL provides formulation development and solid dose GMP manufacturing supporting early-phase clinical trials. QCL is adding sterile fill/finish and lyophilization services launching in 2024.","Preclinical, Clinical, Market - Drug (on patent), Market - Generics/OTC, CRO & Analytical Labs, CMO"
Queensland Government,Booth 2765,"Brisbane, Queensland, Australia",,,,https://www.statedevelopment.qld.gov.au/industry/priority-industries/biomedical,"Queensland is home to a cluster of agile, innovative and entrepreneurial biomedical businesses.",
RadaHaim,Booth 3689,"Seongnam-si, Korea, Republic of",,,,http://www.radahaim.com,"RadaHaim is a dynamic and innovative startup dedicated to revolutionizing the field of organoid research and development. Our mission is to unlock the full potential of organoids by creating a cutting-edge mass production platform. By doing so, we aim to bring standardization to the field and make organoids more accessible to researchers and pharmaceutical companies, ultimately expediting the delivery of life-changing treatments to patients.","Research Technology, CRO & Analytical Labs"
Quebec Government Office-Boston,Booth 2049,"Boston, Massachusetts, United States",,,,,,Regional/Economic Development
Quantoom Biosciences,Booth 1664,"NIVELLES, Belgium",,https://www.linkedin.com/company/quantoom-biosciences/,,http://www.quantoom.com,"Quantoom Biosciences, is reinventing mRNA production by developing an RNA Platform that encompasses DNA and RNA manufacturing and formulation, along with critical reagent supply, from sequence to large scale production. Quantoom’s approach to the production of mRNA vaccines involves redesigning the entire manufacturing process from start to finish. By doing this, Quantoom Biosciences can produce mRNA vaccines faster, more efficiently, and at a lower cost than traditional methods.","Research Technology, Instrumentation"
Quebec Government,Booth 2049,"Montréal, Quebec, Canada",,,,http://quebec.ca,,
"R-NanoBio Co., Ltd.",Booth 1353,"Wako-shi, Saitama, Japan",,,,https://r-nanobio.co.jp/newx/en/,R-NanoBio provides a platform system for on-site multiple analysis using microarray chips. Our technology enables allergy screening test using fingertip blood for 41 allergens within 30 min at clinics. We applying the platform technology for on-site multiple biomarkers of other diseases,"Molecular/Cellular Diagnostics, Non-Molecular Diagnostics, Patient Monitoring Device"
Rees Scientific,Booth 1354,"Trenton, New Jersey, United States",,,,http://www.reesscientific.com,,"Instrumentation, Environmental"
Quality Assistance SA,Booth 1664,"Donstiennes, Belgium",,,,http://quality-assistance.com,,
REDI Cincinnati,Booth 3247,"Cincinnati, Ohio, United States",,,,http://redicincinnati.com,,Regional/Economic Development
Real Research Sp. z o.o.,Booth 3453,"Krakow, Poland",,,,http://realresearch.life,,
Reference Medicine,Booth 3035,"Phoenix, Arizona, United States",,https://www.linkedin.com/company/reference-medicine/,https://www.facebook.com/ReferenceMedicine,http://www.referencemedicine.com,Reference Medicine was founded by researchers who were tired of traditional biospecimen sourcing getting in the way of science. We make it easy to find the specimens you need at a fraction of the cost - so your team can get on to building the next big thing in healthcare.,Supplies
Recce Pharmaceuticals,Booth 2878,"Sydney, New South Wales, Australia",https://twitter.com/ReccePharma,https://www.linkedin.com/company/reccepharmaceuticals/,,http://www.recce.com.au,"Recce Pharmaceuticals Ltd (ASX: RCE, FSE: R9Q) is developing a New Class of Synthetic Anti-Infectives designed to address the urgent global health problems of antibiotic-resistant superbugs and emerging viral pathogens.","Preclinical, Clinical"
Recipharm,Booth 485,"Stockholm, Sweden",,https://www.linkedin.com/company/recipharm/,,http://www.recipharm.com,"Introducing ReciBioPharm, Recipharm's biologics business combining the capabilities of recently acquired CDMOs Arranta Bio, GenIbet and Vibalogics. Our expanded biologics drug development and manufacturing services encompass technologies based on live viruses and viral vectors, live-microbial biopharmaceutical products, recombinant proteins, nucleic acid-based mRNA and plasmid DNA production.","Drug Delivery Device, CRO & Analytical Labs, CMO"
Redwire,Booth 3659,"Jacksonville, Florida, United States",,,,http://www.redwirespace.com,,
"Rebirthel Co., Ltd.",Booth 1353,"Kyoto, Japan",,,,https://rebirthel.com/en/,"Rebirthel Co., Ltd. will provide “allogeneic T cell therapy” using “off-the-shelf T cell preparations” to pioneer a new era of treating cancer and viral infectious diseases. We have multiple patented technologies that are essential for the realization of allogeneic immune cell therapy. We look forward to discussing potential collaborations for providing next-generation treatment by using our and/or your technologies.",Preclinical
Resistell,Booth 1675,"Muttenz, Basel-Landschaft, Switzerland",,,,https://resistell.com/,,
Resilience,Booth 385,"San Diego, California, United States",https://twitter.com/IncResilience,https://www.linkedin.com/company/weareresilience/,,http://resilience.com,"Resilience is a technology-focused biomanufacturing company dedicated to broadening access to complex medicines (biologics, vaccines, nucleic acid, cell therapy, and gene therapy modalities). Founded in 2020, the company is building a sustainable network of high-tech, end-to-end manufacturing solutions to ensure the treatments of today and tomorrow can be made quickly, safely, and at scale. By continuously advancing the science of biopharmaceutical manufacturing and development, Resilience seeks to free its partners to focus on the discoveries that improve patients’ lives and protect biopharmaceutical supply chains against future disruptions.","Clinical, Drug Delivery Device, CMO, Consulting, Tech Transfer, Incubator/Technology Park, Associations"
RBW Consulting,Booth 3566,"Boston, Massachusetts, United Kingdom",,https://www.linkedin.com/company/rbw-consulting,,http://www.rbwconsulting.com,"RBW Consulting is a proudly B Corp certified life sciences recruitment & search consultancy with purpose, delivered through what we call Human Intelligence.",
Rapid Novor,Booth 1253,"Kitchener, Ontario, Canada",https://twitter.com/rapidnovor,https://www.linkedin.com/company/rapid-novor-inc,https://www.facebook.com/rapidnovor,http://www.rapidnovor.com,"Rapid Novor helps biotech and pharmaceutical companies extract the full potential of antibodies in ways never before possible. We provide services and develop new technology that enables timely and reliable discovery and development of novel reagents, diagnostics, and therapeutics. Thanks to our Next Generation Protein Sequencing and antibody discovery services, researchers have furthered thousands of projects, patented antibody therapeutics, and developed the first recombinant polyclonal antibody diagnostics. Our technology has the potential to unlock a new universe of discoveries that will shape future research, and benefit global health. At Rapid Novor, we believe that the journey to a world of more effective treatments that cost less and are easier to develop starts with decoding immunity","Molecular/Cellular Diagnostics, Research Technology, Bioinformatics, Animal Health & Research, CRO & Analytical Labs"
REPROCELL,Booth 1353,"Kanagawa, Japan",https://twitter.com/_REPROCELL,https://www.linkedin.com/company/reprocell/,https://www.facebook.com/REPROCELLglobal/,https://www.reprocell.com,"REPROCELL's corporate vision is to promote human health by providing cutting-edge products, services, and partnerships that advance the future of Regenerative Medicine.","Preclinical, Clinical, Molecular/Cellular Diagnostics, Drug Delivery Device, Research Technology, Supplies, Crop Production & enhancement, Animal Health & Research, CRO & Analytical Labs, CMO"
Rentschler Biopharma SE,Booth 1135,"Laupheim, Germany",,https://www.linkedin.com/company/rentschler-biopharma-se/mycompany/?viewAsMember=true,,https://www.rentschler-biopharma.com/,"Rentschler Biopharma is a leading contract development and manufacturing organization offering bioprocess development and cGMP manufacturing of biopharmaceuticals and related consulting activities, including project management and regulatory support. Rentschler Biopharma is a family-owned company with about 1,200 employees, headquartered in Laupheim, Germany, with a second site in Milford, USA, and an affiliate dedicated to cell and gene therapies in Stevenage, UK.",CMO
"Renaissance Lakewood, LLC",Booth 2975,"Lakewood, New Jersey, United States",,https://www.linkedin.com/company/renaissance-lakewood,,http://www.renpharm.com,"Renaissance is a US-based contract development and manufacturing organization (CDMO) for pharmaceutical and biotech companies. With over 20 years of experience in nasal sprays and sterile injectable dosage forms, we have an unparalleled track record of helping our clients from development to commercial launch.","CRO & Analytical Labs, CMO"
Random42 and Lockwood,Booth 2646,"London, United Kingdom",https://twitter.com/random42science,https://www.linkedin.com/company/random42-medical-animation/,https://www.facebook.com/Random42,http://www.random42.com,"Random42 is the global leader in providing medical animation, education and digital scientific communication solutions to the pharmaceutical, biotechnology and medical industries.","Digital Health, Marketing/Market Research"
Richter-Helm BioLogics,Booth 834,"Hamburg, Germany",,https://www.linkedin.com/company/richter-helm-biologics/mycompany,,http://richter-helm.eu,Contract development and GMP manufacturing of biological products derived from microbial expression systems.,CMO
Rhode Island Commerce Corporation,Booth 1985,"Providence, Rhode Island, United States",,,,http://www.commerceri.com,,Regional/Economic Development
reMYND CRO,Booth 1664,"Leuven, Belgium",https://twitter.com/reMYNDnv,https://be.linkedin.com/company/remynd-nv,,https://www.remynd.com/services,"Our Contract Research Organization is a leading CRO in the pre-clinical in vivo pharmacology for Alzheimer's Diseases. We help our clients assess in-vivo characteristics, pharmacokinetics, pharmacodynamics and the effects of their experimental treatments against Alzheimer's disease and Taupathies in our proprietary mouse models and have recently expanded to Parkinson's disease and Huntington's disease as well. With our limited focus and extensive know-how, we can provide expertise when designing a study or interpreting results.","Preclinical, CRO & Analytical Labs"
Rhode Island College,Booth 1985,"Providence, Rhode Island, United States",,,,,,
"Rewire AI, Inc.",Booth 3355,"Portland, Oregon, United States",https://twitter.com/rewireai,https://www.linkedin.com/company/rewireai/,,https://rewire.ai,"We provide AI-based image analysis solutions for researchers, clinicians, and OEM hardware integrations with partnering companies.",
Research Triangle Foundation of North Carolina,Booth 235,"Research Triangle Park, North Carolina, United States",,,,http://rtp.org,,
Rhode Island Foundation,Booth 1985,"Providence, Rhode Island, United States",,,,http://www.rifoundation.org,,
RioGen,Booth 1751,"Rio de Janeiro, Rio de Janeiro, Brazil",,,,,,
Regis Custom Pharma,Booth 3175,"Morton Grove, Illinois, United States",https://twitter.com/registechinc,https://www.linkedin.com/company/regis-technologies/,https://www.facebook.com/RegisTechnologies/,http://www.registech.com,"Regis Custom Pharma is a US-based contract development and manufacturing organization (CDMO) focused on the development and manufacture of NCE's (New Chemical Entities). We offer a comprehensive range of drug substance development services including Process Chemistry, Analytical Method Development and Validation, Solid State Chemistry, Micronization, cGMP Manufacturing, Process Validation, and Stability Services.",CMO
reMYND (Drug Discovery),Booth 1664,"Leuven, Belgium",,,,,,
REMAB THERAPEUTICS S.L.,Booth 443,"Cerdanyola del Vallès, Spain",,,,,,
Rowen,Booth 1957,"Lawrenceville, Georgia, United States",https://twitter.com/RowenLife,https://www.linkedin.com/company/rowenlife,https://www.facebook.com/RowenLife,https://www.rowenlife.com,"Rowen is Georgia’s largest knowledge community with 2,000-acres of entitled real estate accessible to an exceptionally diverse workforce tapping into 50+ higher education institutions. Located in Metro Atlanta, Rowen is a new multi-use concept designed to foster discoveries in biotechnology, agricultural, medical and environmental sciences – and the many enabling technologies that bind them together. Rowen will bring together industry, investors, and innovators creating a community with over 80K jobs spanning 22+ million sqft at full buildout. Founding partners include Emory University, Spelman College, Georgia Tech, Georgia Gwinnett College, and the University of Georgia. For more information, please visit www.rowenlife.com.","Clinical, Research Technology, Bioinformatics, Digital Health, Energy (Biofuels), Environmental, Crop Production & enhancement, VC/PE, Research Institute, Incubator/Technology Park"
ROUSSELOT BIOMEDICAL,Booth 572,"Son, Netherlands",https://twitter.com/rousselotbio,https://www.linkedin.com/company/rousselot,https://www.facebook.com/RousselotGlobal/,http://www.rousselot.com,Don’t let endotoxins trick your conclusions: purified gelatin improves accuracy of 3D in vitro models,Industrial Chemicals/Products
Related Beal,Booth 451,"Boston, Massachusetts, United States",,https://www.linkedin.com/company/related-beal/,,https://www.relatedbeal.com/,"Related Beal is a fully integrated real estate firm focused on development and investment opportunities in greater Boston. We leverage a national real estate platform with expertise across all asset classes and storied local experience in life sciences, commercial and residential development, hospitality, property management and real estate investments. Our teams have created some of the most recognizable buildings in the area including Innovation Square, The Clarendon / One Back Bay, Lovejoy Wharf, Congress Square, One Kenmore Square and The Quinn. Our goal is to be nothing short of best-in-class in every facet of our business.",
REM Analytics SA,Booth 1743,"Monthey, Valais, Switzerland",,,,http://www.remanalytics.ch,,"Clinical, Molecular/Cellular Diagnostics, Instrumentation, Crop Production & enhancement, CRO & Analytical Labs"
Rise BioServices,Booth 2970,"Rockville, Maryland, United States",,https://www.linkedin.com/company/rise-bioservices/,,http://www.risebioservices.com,"Rise BioServices is at the forefront of microbiome science and, with our technology edge, offers better solutions for clean space cGMP and non-GMP manufacturing of novel bacterial- and microbiome-based medicines and products. Utilizing our scientific and regulatory expertise in Live Biotherapeutic Products (LBPs), consumer health probiotics, plasmids, and other cutting-edge bacterial-based therapies, we support emerging and established companies in all aspects of product development and manufacturing. Come chat with us to discuss how we can help you develop your product.",CMO
Rejuvenate Biomed,Booth 1664,"Diepenbeek, Belgium",,,,https://www.rejuvenatebiomed.com/en,,
Sandia National Laboratory,Booth 1475,"Albuquerque, New Mexico, United States",,,,,,"Energy (Biofuels), Environmental"
Samsung Biologics,Booth 365,"Incheon, Korea, Republic of",,,,http://www.samsungbiologics.com,"Samsung Biologics is a fully integrated end-to-end service provider offering development and manufacturing services, all at one site. We provide highly tailored solutions to clients, while meeting the evolving needs of the global healthcare industry. ",CMO
"RegCell Co., Ltd.",Booth 1353,"Osaka, Japan",,https://www.linkedin.com/company/regcell/,,http://regcell.jp/en,,"Preclinical, Clinical, Market - Drug (on patent)"
Salvat,Booth 2553,"Miami, Florida, United States",,https://www.linkedin.com/company/salvat-international/,,http://www.svt.com,"Pharma, for the world","Clinical, Market - Drug (on patent), Market - Generics/OTC, Drug Delivery Device, Non Drug Delivery Device, CMO"
RLM Consulting,Booth 1664,"Louvain-La-Neuve, Belgium",,,,,,
"Sandia Biotech, Inc",Booth 1475,"Albuquerque, New Mexico, United States",,https://www.linkedin.com/company/sandia-biotech-inc/,,https://sandiabio.com/,"Sandia Biotech provides unique, proprietary antibody and protein-based reagents to biomedical research scientists worldwide. We have developed a rapid production pipeline for our robust line of recombinant and inherently fluorescent scFv called FluorAbodies®. FluorAbodies® replace cumbersome conjugated antibodies, saving our customers time and money without compromise.",
Rowan University,Booth 651,"Mullica Hill, New Jersey, United States",,,,https://www.rowan.edu/,,
Ritedose Corp,Booth 3043,"Columbia, South Carolina, United States",,,,,,
Rymedi,Booth 3043,"Greenville, South Carolina, United States",,,,,,"Research Technology, Digital Health, CRO & Analytical Labs, CMO"
Risklick,Booth 1743,"Bern, Bern, Switzerland",https://twitter.com/risklick,https://www.linkedin.com/company/risklick/,,https://www.risklick.ch/,"Risklick developed the first of its kind, data-driven solution to design and optimize clinical trial protocols using AI. We empower experts to optimize medical and operational aspects of any given clinical study before start, thus performing cheaper, faster, and safer trials using empirical data. Risklick currently provides customer-centered solutions to diverse Biopharma and MedTech companies.",
Rx Propellant,Booth 3545,"Hyderabad, Telangana, India",https://twitter.com/RxPropellant,https://www.linkedin.com/company/rxpropellant,https://www.facebook.com/RxPropellant,http://www.rxpropellant.com,"Rx Propellant is India’s leading life sciences infrastructure platform that offers next-gen research and manufacturing spaces, catering to companies of all sizes and scales. We build world-class infrastructure that supports organisations in diverse operations from concept to commercialisation, while staying asset light. Our infrastructure and ecosystem solutions encompass Dedicated/Multi-tenanted, Built-to-suit, and Plug-&-Play facilities with flexible and customised engagement models.","VC/PE, Consulting, Incubator/Technology Park"
Sampled,Booth 3685,"Piscataway, New Jersey, United States",,https://www.linkedin.com/company/sampledsmartlabs/,,http://www.sampled.com,"Sampled is a next-generation laboratory that unlocks the valuable data in any biological sample. Through our integrated Sampled SMART Lab services, we can Store, Manage, Analyze, Research and Transport biological materials, offering partners a seamless solution for all research samples. Our vision is a world where we make it faster and easier for health innovators to improve human health, with a mission to be the Sampled SMART Lab behind every transformative health innovation. Sampled headquartered in Piscataway, N.J. with labs across the US and Europe and partner labs in the Netherlands, China and Australia.","Molecular/Cellular Diagnostics, CRO & Analytical Labs"
Sartorius Group North America,Booth 451,"Bohemia, New York, United States",,,,https://www.sartorius.com/en,,"Preclinical, Clinical, Supplies, Bioinformatics"
Sagitta Biotech,Booth 1664,"ANGLEUR, Belgium",,,,http://www.sagittabiotech.com,,
SAIL for Health,Booth 1751,"São Paulo, São Paulo, Brazil",,https://www.linkedin.com/company/sail-for-health/mycompany/?viewAsMember=true,,https://sailforhealth.org/,"SAIL for Health is a catalytic company dedicated to driving innovation and collaboration in the private and public health sector. Our mission is to connect the dots between key players, including scientific academia, clinical research organizations, pharmaceutical industries and regulatory experts. By bringing these stakeholders together, we unlock new opportunities for groundbreaking research, project financing, product development, and successful market entry.",
Santiago lab,Booth 2075,"Kralupy Nad. V., Czech Republic",,https://www.linkedin.com/company/santiago-lab/,,http://www.santiago-lab.com,"Contract research organization located in Prague, Czech Republic. We provide chemical synthesis services and specialize in custom synthesis and contract research. We specialize on nucleotides chemistry (including tri-, di- and monophosphates) as well as other high-tech chemistry applications.","Research Technology, Industrial Chemicals/Products, CRO & Analytical Labs, Consulting"
Ryvu Therapeutics,Booth 3453,"Krakow, Poland",,,,http://ryvu.com,,
Roy + Leclair Packaging,Booth 2049,"Levis, Quebec, Canada",,,,,,"Industrial Chemicals/Products, Distributor"
